pcode,agr_code,agr_name,agr_no,item_code,item_short_name,itemname,item_group_code,item_group_name,mix_item_yes_no,rentrate,broken_chg,agr_qty,agr_date,opening_qty,type,missing_rate,s_no,rate_of_one_pcs
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,68,MJACK,U HEAD JACK,22,U JACK,N,0.1,0,1000,01-01-1999,0,PC,0,20,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,64,FSP3*2,STEEL PLATES 3 X 2,19,STEEL PLATES,N,0.6,0,1000,01-01-1999,0,PC,0,19,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,61,FSP3*1.5,STEEL PLATE3 X 1.5,19,STEEL PLATES,N,0.5,0,1000,01-01-1999,4,PC,0,18,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,49,JSTD3.5,STANDARD 3.5 METER,16,STANDARD,N,0.6,0,1000,01-01-1999,0,PC,0,17,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.51,0,1000,01-01-1999,2,PC,0,16,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.43,0,1000,01-01-1999,0,PC,0,15,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.34,0,1000,01-01-1999,0,PC,0,14,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.25,0,1000,01-01-1999,0,PC,0,13,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.17,0,1000,01-01-1999,0,PC,0,12,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,44,JSTD0.5M,STANDARD 0.5 METER,16,STANDARD,N,0.17,0,1000,01-01-1999,0,PC,0,11,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,1000,01-01-1999,51,PC,0,10,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,79,HPRU3*3,PROP 3X3,12,PROPS,Y,2,0,1000,01-01-1999,0,PC,0,9,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1,0,1000,01-01-1999,0,PC,0,8,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,32,HPRU2*2,MS PROPS 2MX2M,12,PROPS,Y,0.7,0,1000,01-01-1999,21,PC,0,7,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,17,ICHNL,M S CHANNEL,21,U CHANNEL,N,0.7,0,1000,01-01-1999,0,PC,0,6,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.26,0,1000,01-01-1999,45,PC,0,5,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.2,0,1000,01-01-1999,39,PC,0,4,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.17,0,1000,01-01-1999,19,PC,0,3,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,5,QCHALLI,CHALLI,2,CHALLIS,N,1.5,0,1000,01-01-1999,0,PP,0,2,
159,KARNAL,NDCC PROJECTS ( OPC ) PRIVATE LIMITED,157,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.15,0,1000,01-01-1999,10,PC,0,1,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,68,MJACK,U HEAD JACK,22,U JACK,N,0.2,0,0,01-01-1999,14,PC,0,10,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,6,PCOUPLER,SWIVEL COUPLER,3,COUPLER,N,0.25,0,0,01-01-1999,0,PC,0,9,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.6,0,0,01-01-1999,0,PC,0,8,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.5,0,0,01-01-1999,0,PC,0,7,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,6,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,0,PC,0,5,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.3,0,0,01-01-1999,6,PC,0,4,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.2,0,0,01-01-1999,0,PC,0,3,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,5,QCHALLI,CHALLI,2,CHALLIS,N,1.5,0,0,01-01-1999,5,PC,0,2,
227,SHIVAM,SHIVAM ENGGCON PRIVATE LIMITED,222,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.2,0,0,01-01-1999,14,PC,0,1,
228,TECHNO,TECHNO CONSTRUCTION,223,68,MJACK,U HEAD JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,32,
228,TECHNO,TECHNO CONSTRUCTION,223,65,FSP4*1,STEEL PLATES 4 X 1,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,31,
228,TECHNO,TECHNO CONSTRUCTION,223,64,FSP3*2,STEEL PLATES 3 X 2,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,30,
228,TECHNO,TECHNO CONSTRUCTION,223,61,FSP3*1.5,STEEL PLATE3 X 1.5,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,29,
228,TECHNO,TECHNO CONSTRUCTION,223,60,FSP3*1,STEEL PLATE3 X 1,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,28,
228,TECHNO,TECHNO CONSTRUCTION,223,63,FSP3*6,STEEL PLATE3 X 0.5,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,27,
228,TECHNO,TECHNO CONSTRUCTION,223,56,FSP4*1.5,STEEL PLATE 4 X 1.5,19,STEEL PLATES,N,1,0,5000,01-01-1999,0,PC,0,26,
228,TECHNO,TECHNO CONSTRUCTION,223,55,FSP3*9,STEEL PLATE 3X 0.75,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,25,
228,TECHNO,TECHNO CONSTRUCTION,223,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.9,0,0,01-01-1999,0,PC,0,24,
228,TECHNO,TECHNO CONSTRUCTION,223,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,23,
228,TECHNO,TECHNO CONSTRUCTION,223,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.6,0,0,01-01-1999,0,PC,0,22,
228,TECHNO,TECHNO CONSTRUCTION,223,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.45,0,0,01-01-1999,0,PC,0,21,
228,TECHNO,TECHNO CONSTRUCTION,223,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.3,0,0,01-01-1999,0,PC,0,20,
228,TECHNO,TECHNO CONSTRUCTION,223,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.3,0,0,01-01-1999,0,PC,0,19,
228,TECHNO,TECHNO CONSTRUCTION,223,42,MSPAN3*3,SPAN OUTER 3.0 METER,13,SPAN,N,0.75,0,0,01-01-1999,0,PC,0,18,
228,TECHNO,TECHNO CONSTRUCTION,223,41,MSPAN2*2,SPAN OUTER 2.0 METER,13,SPAN,N,0.5,0,50000,01-01-1999,0,PC,0,17,
228,TECHNO,TECHNO CONSTRUCTION,223,40,MSPAN1*3,SPAN INNER 2.0 METER,13,SPAN,N,0.5,0,5000,01-01-1999,0,PC,0,16,
228,TECHNO,TECHNO CONSTRUCTION,223,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,1,0,5000,01-01-1999,0,PC,0,15,
228,TECHNO,TECHNO CONSTRUCTION,223,79,HPRU3*3,PROP 3X3,12,PROPS,Y,2,0,5000,01-01-1999,0,PC,0,14,
228,TECHNO,TECHNO CONSTRUCTION,223,82,PROP 1.5*1.5,PROP 1.5*1.5,12,PROPS,,1,0,0,01-01-1999,0,PC,0,13,
228,TECHNO,TECHNO CONSTRUCTION,223,83,OUTER1M,OUTER 1.5,12,PROPS,n,0.5,0,0,01-01-1999,0,PC,0,12,
228,TECHNO,TECHNO CONSTRUCTION,223,84,OUTER1,OUTER 1 MTR,12,PROPS,n,0.5,0,0,01-01-1999,0,PC,0,11,
228,TECHNO,TECHNO CONSTRUCTION,223,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1.25,0,5000,01-01-1999,0,PC,0,10,
228,TECHNO,TECHNO CONSTRUCTION,223,17,ICHNL,M S CHANNEL,21,U CHANNEL,N,1,0,5000,01-01-1999,0,PC,0,9,
228,TECHNO,TECHNO CONSTRUCTION,223,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.45,0,0,01-01-1999,0,PC,0,8,
228,TECHNO,TECHNO CONSTRUCTION,223,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.36,0,0,01-01-1999,0,PC,0,7,
228,TECHNO,TECHNO CONSTRUCTION,223,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.3,0,0,01-01-1999,0,PC,0,6,
228,TECHNO,TECHNO CONSTRUCTION,223,30,HPRBIN4,INNER 4.0 MTR PROP,12,PROPS,N,1.6,0,5000,01-01-1999,0,PC,0,5,
228,TECHNO,TECHNO CONSTRUCTION,223,29,HPRBIN3,INNER 3.0 MTR PROP,23,PROP 2*2,N,0.75,0,0,01-01-1999,0,PC,0,4,
228,TECHNO,TECHNO CONSTRUCTION,223,8,GHUGGU,COUPLER,3,COUPLER,N,0.3,0,0,01-01-1999,0,PC,0,3,
228,TECHNO,TECHNO CONSTRUCTION,223,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,2,
228,TECHNO,TECHNO CONSTRUCTION,223,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.3,0,0,01-01-1999,0,PC,0,1,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,24,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,61,FSP3*1.5,STEEL PLATE3 X 1.5,19,STEEL PLATES,N,0.7,0,0,01-01-1999,30,PC,0,23,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,60,FSP3*1,STEEL PLATE3 X 1,19,STEEL PLATES,N,0.7,0,0,01-01-1999,40,PC,0,22,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.7,0,0,01-01-1999,510,PC,0,21,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,50000,01-01-1999,0,PC,0,20,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.62,0,0,01-01-1999,0,PC,0,19,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,50000,01-01-1999,0,PC,0,18,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,17,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,16,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,44,JSTD0.5M,STANDARD 0.5 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,15,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.1,0,0,01-01-1999,0,PC,0,14,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,42,MSPAN3*3,SPAN OUTER 3.0 METER,13,SPAN,N,0.6,0,0,01-01-1999,0,PC,0,13,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,31,HPRBOUT,SPAN OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,997,PC,0,12,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0,0,50000,01-01-1999,0,PC,0,11,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,79,HPRU3*3,PROP 3X3,12,PROPS,Y,2,0,50000,01-01-1999,0,PC,0,10,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,34,HPRU2*4,MS PROPS 2Mx4M,12,PROPS,Y,2,0,0,01-01-1999,0,PC,0,9,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,0,PC,0,8,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,17,ICHNL,M S CHANNEL,21,U CHANNEL,N,0.8,0,50000,01-01-1999,134,PC,0,7,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,50000,01-01-1999,0,PC,0,6,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,50000,01-01-1999,0,PC,0,5,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,50000,01-01-1999,0,PC,0,4,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,30,HPRBIN4,INNER 4.0 MTR PROP,12,PROPS,N,1.6,0,0,01-01-1999,0,PC,0,3,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,29,HPRBIN3,INNER 3.0 MTR PROP,23,PROP 2*2,N,0.6,0,0,01-01-1999,0,PC,0,2,
229,SHREECONS,M/S SHREE CONSTRUCTION,224,28,HPRBIN2,INNER 2.0 MTR PROP,12,PROPS,N,0.4,0,0,01-01-1999,1013,PC,0,1,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,100000,01-01-1999,0,PC,0,17,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,62,FNSP3*2,STEEL PLATE3 X 2 (NEW),19,STEEL PLATES,N,0.75,0,100000,01-01-1999,0,PC,0,19,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,61,FSP3*1.5,STEEL PLATE3 X 1.5,19,STEEL PLATES,N,0.75,0,100000,01-01-1999,0,PC,0,18,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,60,FSP3*1,STEEL PLATE3 X 1,19,STEEL PLATES,N,0.75,0,100000,01-01-1999,0,PC,0,20,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,100000,01-01-1999,0,PC,0,13,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.62,0,100000,01-01-1999,0,PC,0,12,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,100000,01-01-1999,0,PC,0,11,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,100000,01-01-1999,0,PC,0,10,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,100000,01-01-1999,0,PC,0,9,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,100000,01-01-1999,0,PC,0,16,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0.8,0,100000,01-01-1999,0,PC,0,15,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1,0,100000,01-01-1999,0,PC,0,14,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,27,KPIPE,MS PIPE 6.0 METER,7,MSPIPE,N,0.8,0,10000,01-01-1999,0,PC,0,3,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,15,LLDGR2*5,LEDGER 2.5 METER,5,LEDGER,N,0.62,0,100000,01-01-1999,0,PC,0,8,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,13,LLDGR2,LEDGER 2.0 METER,5,LEDGER,N,0.5,0,10000,01-01-1999,0,PC,0,7,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.38,0,10000,01-01-1999,0,PC,0,6,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.3,0,10000,01-01-1999,0,PC,0,5,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,10000,01-01-1999,0,PC,0,4,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,10000,01-01-1999,0,PC,0,2,
230,GAZE CONSTRUCTION,GAZE CONTRUCTION,225,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,100000,01-01-1999,0,PC,0,1,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,11,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,64,FSP3*2,STEEL PLATES 3 X 2,19,STEEL PLATES,N,0.6,0,0,01-01-1999,0,PC,0,10,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,60,FSP3*1,STEEL PLATE3 X 1,19,STEEL PLATES,N,0.6,0,0,01-01-1999,0,PC,0,9,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,55,FSP3*9,STEEL PLATE 3X 0.75,19,STEEL PLATES,N,0.6,0,0,01-01-1999,0,PC,0,8,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,7,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,6,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,5,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,4,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.25,0,0,01-01-1999,0,PC,0,2,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,0,PC,0,3,
231,SWAMIKIRPA,SWAMI KIRPA INFRA DEVELOPERS,226,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,1,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,68,MJACK,U HEAD JACK,22,U JACK,N,0.23,0,0,01-01-1999,0,PC,0,22,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,62,FNSP3*2,STEEL PLATE3 X 2 (NEW),19,STEEL PLATES,N,0.7,0,0,01-01-1999,1200,PC,0,21,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,61,FSP3*1.5,STEEL PLATE3 X 1.5,19,STEEL PLATES,N,0.7,0,0,01-01-1999,50,PC,0,20,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,60,FSP3*1,STEEL PLATE3 X 1,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,19,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,56,FSP4*1.5,STEEL PLATE 4 X 1.5,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,18,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.69,0,0,01-01-1999,0,PC,0,17,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.58,0,0,01-01-1999,0,PC,0,16,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.46,0,0,01-01-1999,0,PC,0,15,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.35,0,0,01-01-1999,0,PC,0,14,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.23,0,0,01-01-1999,0,PC,0,13,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.2,0,0,01-01-1999,0,PC,0,12,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,11,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,79,HPRU3*3,PROP 3X3,12,PROPS,Y,2,0,0,01-01-1999,799,PC,0,10,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,34,HPRU2*4,MS PROPS 2Mx4M,12,PROPS,Y,2,0,0,01-01-1999,1637,PC,0,9,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,33,HPRU2*3,MS PROPS 2MX3M,12,PROPS,Y,1,0,0,01-01-1999,450,PC,0,23,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,31,HPRBOUT,MS PROP OUTER 2.0 METER,12,PROPS,N,0.4,0,0,01-01-1999,0,PC,0,8,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,10,LLDGR1*5,LEDGER 1.5 METER,5,LEDGER,N,0.35,0,0,01-01-1999,0,PC,0,7,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,11,LLDGR 1200,LEDGER 1.2 METER,5,LEDGER,N,0.28,0,0,01-01-1999,0,PC,0,6,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,12,LLDGR1,LEDGER 1.0 METER,5,LEDGER,N,0.23,0,0,01-01-1999,0,PC,0,5,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,30,HPRBIN4,INNER 4.0 MTR PROP,12,PROPS,N,1.6,0,0,01-01-1999,0,PC,0,4,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,17,ICHNL,CHANNEL,21,CHANNEL,N,0.8,0,0,01-01-1999,0,PC,0,3,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,5,QCHALLI,CHALLI,2,CHALLIS,N,2,0,0,01-01-1999,0,PC,0,2,
232,SHIVACONSTEACH,M/S SHIVA CONSTEACH PVT LTD,227,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.23,0,0,01-01-1999,0,PC,0,1,
233,BABA,BABA VISHVKARMA SHUTTERING STORE,228,34,HPRU2*4,MS PROPS 2Mx4M,12,PROPS,Y,0.8,0,0,01-01-1999,100,PC,0,2,
233,BABA,BABA VISHVKARMA SHUTTERING STORE,228,1,MBASEPLATE,BASE PLATE JACK,22,U JACK,N,0.1,0,100,01-01-1999,100,PC,0,1,
234,SKJAIN,S K JAIN,229,68,MJACK,U HEAD JACK,22,U JACK,N,0.25,0,0,01-01-1999,0,PC,0,21,
234,SKJAIN,S K JAIN,229,62,FNSP3*2,STEEL PLATE 3 X 2,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,20,
234,SKJAIN,S K JAIN,229,61,FSP3*1.5,STEEL PLATE 3 X 1.5,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,19,
234,SKJAIN,S K JAIN,229,60,FSP3*1,STEEL PLATE 3 X 1,19,STEEL PLATES,N,0.7,0,0,01-01-1999,0,PC,0,18,
234,SKJAIN,S K JAIN,229,50,JSTD,STANDARD 3.0 METER,16,STANDARD,N,0.75,0,0,01-01-1999,0,PC,0,17,
234,SKJAIN,S K JAIN,229,47,JSTD2*5,STANDARD 2.5 METER,16,STANDARD,N,0.62,0,0,01-01-1999,0,PC,0,16,
234,SKJAIN,S K JAIN,229,48,JSTD2M,STANDARD 2.0 METER,16,STANDARD,N,0.5,0,0,01-01-1999,0,PC,0,15,
234,SKJAIN,S K JAIN,229,45,JSTD1*5,STANDARD 1.5 METER,16,STANDARD,N,0.38,0,0,01-01-1999,0,PC,0,14,
234,SKJAIN,S K JAIN,229,46,JSTD1M,STANDARD 1.0 METER,16,STANDARD,N,0.25,0,0,01-01-1999,0,PC,0,13,
234,SKJAIN,S K JAIN,229,43,NSPYGOT,SPIGOT [JOINT] PIN,15,SPYGOT,y,0.15,0,0,01-01-1999,0,PC,0,12,
234,SKJAIN,S K JAIN,229,41,MSPAN2*2,SPAN OUTER 2.0 METER,13,SPAN,N,0.4,0,0,01-01-1999,0,PC,0,11,
234,SKJAIN,S K JAIN,229,32,HPRU2*2,PROPS 2MX2M,12,PROPS,Y,0.8,0,0,01-01-1999,0,PC,0,10,
234,SKJAIN,S K JAIN,229,79,HPRU3*3,PROP 3X3,12,PROPS,Y,1.4,0,0,01-01-1999,0,PC,0,9,
234,SKJAIN,S K JAIN,229,34,HPRU2*4,MS PROPS 2Mx4M,12,PROPS,Y,1.4,0,0,01-01-1999,0,PC,0,8,
